number,exchange,id,value,syl
1,XSHG,601398,20100,6.14
2,XSHG,601939,17400,5.66
3,XSHG,601318,14600,8.01
4,XSHG,601857,13100,31.91
5,XSHG,601288,12900,5.26
6,XSHG,600519,11500,25.52
7,XSHG,601988,11300,5.55
8,XSHG,600036,8638,8.56
9,XSHG,601628,7617,7.31
10,XSHG,600028,6550,11.09
11,XSHG,601328,4433,5.26
12,XSHE,858,4058,15.67
13,XSHG,601319,4024,17.09
14,XSHG,600900,3788,32.48
15,XSHG,601088,3676,7.3
16,XSHG,601299,3675,91.2
17,XSHG,601166,3673,4.67
18,XSHE,333,3328,13.57
19,XSHG,600000,3264,4.96
20,XSHE,651,3255,14.34
21,XSHG,601601,3245,14.81
22,XSHE,2,3070,68.48
24,XSHG,600104,2838,8.6
23,XSHG,601998,2838,5.37
25,XSHG,600276,2738,57.4
26,XSHG,601138,2705,23.53
27,XSHG,600016,2684,4.25
28,XSHG,603288,2634,44.58
29,XSHG,600030,2490,14.62
30,XSHE,2415,2339,38.07
31,XSHG,601668,2338,6.6
32,XSHG,601766,2293,32.2
33,XSHE,1,2129,7.15
34,XSHG,600585,2109,8.67
35,XSHE,300498,2034,-110.45
36,XSHG,601818,2031,5.22
37,XSHG,600050,1853,28.51
38,XSHG,601066,1833,30.8
39,XSHG,600887,1824,20.04
40,XSHG,601800,1786,11.36
41,XSHE,300760,1769,43.97
42,XSHE,2304,1760,10.94
43,XSHG,600018,1757,22.85
44,XSHE,1979,1737,16.53
45,XSHG,601336,1710,12.69
46,XSHG,601688,1582,14.23
47,XSHE,300750,1549,36.98
48,XSHG,600019,1546,14.18
49,XSHG,601888,1498,16.24
50,XSHG,601390,1473,9.58
51,XSHG,601211,1465,12.19
52,XSHG,601360,1462,56.47
53,XSHG,600048,1455,15.68
54,XSHG,600837,1417,9.4
55,XSHE,2352,1356,26.83
56,XSHE,2594,1353,45.12
57,XSHG,600009,1327,23.84
58,XSHG,601186,1286,8.27
59,XSHG,601229,1244,6.19
60,XSHG,601006,1243,7.76
61,XSHG,600309,1238,11.07
62,XSHG,601169,1237,4.88
63,XSHG,601111,1235,11.34
64,XSHE,2714,1235,-57.06
65,XSHE,63,1223,35.43
66,XSHE,2142,1221,9.01
67,XSHE,725,1201,28.54
68,XSHG,601989,1192,56.32
69,XSHE,166,1187,15.93
70,XSHG,600015,1154,6.27
71,XSHG,601238,1125,10.12
72,XSHE,617,1101,13.08
73,XSHE,568,1081,17.84
74,XSHG,601881,1057,17.25
75,XSHG,600031,1054,8.18
77,XSHE,24,1043,35.26
76,XSHG,600999,1043,12.26
78,XSHE,2024,1032,189.96
79,XSHG,600690,1022,11.96
80,XSHE,776,1003,8.59
81,XSHG,600989,999,24.47
82,XSHG,600011,995,9.37
83,XSHE,2736,995,13.2
84,XSHG,601933,957,21.29
85,XSHE,338,935,9.02
86,XSHG,603259,933,60.34
87,XSHG,600406,896,292.49
88,XSHG,600340,887,7.48
89,XSHE,300015,885,74.11
90,XSHG,601225,884,7.97
91,XSHG,600029,884,8.35
92,XSHG,600115,880,10.96
93,XSHE,300059,876,56.8
94,XSHG,601985,875,15.76
95,XSHE,2475,874,35.47
96,XSHG,603993,864,67.11
97,XSHG,600346,851,42.09
98,XSHG,601012,850,34.76
99,XSHG,600919,840,5.57
100,XSHE,895,833,16.28
101,XSHG,600606,826,4.69
102,XSHE,538,822,24.28
103,XSHG,601155,814,98.39
104,XSHG,601727,801,26.25
105,XSHG,600010,798,40.93
106,XSHG,601633,796,25.73
107,XSHE,2027,794,58.32
108,XSHE,876,783,29.39
109,XSHG,601669,763,9.76
110,XSHG,601899,744,21.27
111,XSHG,600832,739,69.16
112,XSHE,2607,737,173.51
113,XSHG,600958,734,14.46
114,XSHE,2493,728,30.08
115,XSHG,600663,720,20.64
116,XSHG,601009,704,5.3
117,XSHG,601600,700,39.31
118,XSHG,600025,697,21.65
119,XSHG,600547,675,46.11
120,XSHE,2120,672,29.65
121,XSHG,600600,657,20.35
122,XSHE,300122,654,32.55
123,XSHG,600196,648,22.75
124,XSHG,600332,645,11.46
125,XSHG,600436,643,39.74
126,XSHG,600741,639,8.65
127,XSHG,601898,634,10.28
128,XSHG,600023,631,14.79
129,XSHG,601618,626,8.86
130,XSHE,2230,616,151.27
131,XSHG,601901,612,26.02
132,XSHG,601018,598,19.45
133,XSHG,601919,592,21.54
134,XSHG,600438,587,29.93
135,XSHG,600352,584,11.56
136,XSHG,600588,584,177.52
137,XSHG,601991,583,33.91
138,XSHE,2032,573,27.81
139,XSHE,938,571,37.86
140,XSHE,69,569,11.87
141,XSHG,600688,563,23.04
142,XSHE,2938,562,75.96
143,XSHG,600660,548,22.59
144,XSHE,596,543,17.34
145,XSHG,600377,534,12.91
147,XSHG,600893,533,3410.57
146,XSHE,723,533,35.64
148,XSHG,601607,532,11.82
149,XSHG,600188,530,5.73
150,XSHG,600061,529,10.87
151,XSHG,600383,523,8.72
152,XSHG,601788,519,9.84
153,XSHG,603160,518,31.28
154,XSHG,600362,517,17.41
155,XSHE,661,516,35.36
156,XSHG,600886,514,12.25
157,XSHG,600570,512,32.19
158,XSHG,601877,507,23.4
159,XSHG,601298,505,12.9
160,XSHE,1965,497,12.1
161,XSHG,600809,497,14.16
162,XSHG,600705,495,15.77
163,XSHG,600795,493,8.7
165,XSHE,2841,491,65.08
164,XSHG,601162,491,95.44
166,XSHG,600111,491,102.72
167,XSHE,2311,490,100.02
168,XSHE,300033,476,118.43
169,XSHE,2202,472,51.66
170,XSHG,600871,469,62.3
171,XSHG,603833,468,127.13
172,XSHE,2157,463,-27.91
173,XSHG,600703,451,18.17
174,XSHE,100,450,14.44
175,XSHE,963,446,12.28
176,XSHE,300413,445,26.62
177,XSHE,2600,444,18.42
179,XSHG,601828,441,8.38
178,XSHE,2958,441,14.5
180,XSHG,601808,440,355.72
181,XSHE,768,435,275.33
182,XSHG,600271,431,21.04
183,XSHE,2044,429,-90.53
184,XSHE,2001,428,20.94
185,XSHG,600485,427,-51.86
186,XSHE,300003,424,18.17
187,XSHG,600926,424,5.84
189,XSHG,600801,421,10.41
188,XSHE,2422,421,31.37
190,XSHG,601377,417,10.44
191,XSHE,2939,415,35.48
192,XSHE,2146,414,13.22
193,XSHE,157,412,10.28
194,XSHE,2602,407,51.87
195,XSHG,600760,406,51.19
196,XSHG,600085,406,29.06
197,XSHE,783,400,13.08
198,XSHG,601021,397,20.92
199,XSHG,600398,395,8.17
200,XSHE,2739,394,23.13
201,XSHE,2007,392,37.76
202,XSHG,600674,391,13.22
203,XSHG,600848,389,124.4
204,XSHG,601992,389,23.03
205,XSHG,600482,388,54.38
207,XSHE,703,380,22.42
206,XSHE,2468,380,23.43
208,XSHG,601108,380,24.28
211,XSHE,2236,379,29.99
209,XSHE,39,379,23.33
210,XSHE,300142,379,236.15
212,XSHG,600027,377,12.17
213,XSHG,600005,374,75.85
214,XSHG,603899,374,36.09
216,XSHE,2558,373,33.87
217,XSHE,300124,373,72.19
215,XSHG,600928,373,13.33
219,XSHE,898,369,22.12
218,XSHG,601598,369,15.87
220,XSHG,600233,367,25.11
221,XSHE,418,363,15.04
222,XSHE,2299,363,13.91
223,XSHG,600297,362,11.29
225,XSHG,600236,360,15.22
224,XSHE,2252,360,41.15
226,XSHE,300454,359,-255.87
227,XSHG,603019,358,176.4
228,XSHG,600390,358,8.69
229,XSHG,600637,351,15.6
231,XSHE,2008,350,54.51
230,XSHG,603156,350,10.28
232,XSHG,603589,349,16.02
233,XSHE,2673,347,14.92
234,XSHE,425,345,8.2
235,XSHE,2153,345,118.12
236,XSHE,625,344,-4.1
237,XSHE,2608,343,7.76
238,XSHG,601866,341,14.3
239,XSHE,46,340,4.08
240,XSHE,2179,339,36.35
241,XSHE,300408,339,36.97
242,XSHG,600221,339,7.44
243,XSHG,600177,336,11.13
244,XSHE,656,336,33.3
245,XSHE,300347,334,57.36
246,XSHE,300601,334,83.68
247,XSHE,786,333,25.37
248,XSHG,600170,332,6.3
249,XSHE,2601,332,13.31
250,XSHG,600176,331,16.57
251,XSHG,601198,331,14.91
252,XSHE,2624,330,16.97
253,XSHE,2773,329,38.96
254,XSHG,600516,327,11.46
256,XSHG,600004,327,36.56
255,XSHG,600875,327,23.13
257,XSHE,627,326,24.71
258,XSHE,2945,324,87.45
259,XSHG,600655,323,20.1
260,XSHG,601990,322,38.2
261,XSHE,2410,322,145.49
262,XSHG,601577,321,5.86
263,XSHE,977,320,86.6
264,XSHG,603369,319,12.42
266,XSHE,2371,318,399.27
265,XSHE,2460,318,31.46
267,XSHE,709,317,21.47
268,XSHE,961,314,16.27
269,XSHE,2466,314,70.6
271,XSHG,603260,314,19.48
270,XSHE,300144,314,21.22
272,XSHG,600498,313,46.97
273,XSHE,860,312,18.17
274,XSHG,600895,311,47.71
275,XSHE,728,311,18.43
276,XSHG,601838,311,6.13
277,XSHG,600776,308,542.58
279,XSHG,600733,307,227.63
280,XSHG,600536,307,-74.07
278,XSHE,2936,307,7.32
282,XSHE,2506,306,241.72
281,XSHG,600872,306,40.38
283,XSHG,601555,303,12.34
284,XSHG,600675,302,5.76
285,XSHG,601117,302,12.14
286,XSHG,600487,302,16.56
287,XSHG,601878,300,27.42
289,XSHE,2373,299,48.99
290,XSHG,603233,299,40.66
288,XSHG,600867,299,27.32
291,XSHE,66,298,143.65
292,XSHG,600100,298,13.81
294,XSHE,2271,298,58.49
293,XSHG,601997,298,5.71
295,XSHE,413,296,17.15
296,XSHG,600183,295,29.56
298,XSHG,600816,294,23.52
297,XSHE,300146,294,14.76
299,XSHE,2563,293,21.13
300,XSHE,1872,292,8.96
301,XSHE,2948,291,14.36
302,XSHG,601212,291,115.49
303,XSHE,2411,290,46.8
305,XSHG,600068,288,10.33
304,XSHE,2405,288,171.31
306,XSHG,600299,287,24.28
307,XSHG,600535,285,15.88
309,XSHE,2050,284,27.48
308,XSHG,600977,284,20.01
311,XSHE,300433,283,-72.89
312,XSHG,601216,283,9.78
310,XSHE,629,283,9.38
313,XSHE,50,282,24.32
314,XSHG,600109,282,17.6
315,XSHG,601869,281,27.71
316,XSHG,600066,280,22.56
317,XSHE,540,279,7.39
319,XSHE,2129,278,37
318,XSHG,601158,278,20.56
320,XSHG,600489,277,213.11
323,XSHG,600150,276,1855.14
322,XSHG,600118,276,106.14
321,XSHG,600522,276,13.4
324,XSHG,600208,275,8.51
325,XSHG,600604,275,575.36
326,XSHG,600219,275,27.08
327,XSHE,2049,274,102.04
329,XSHG,600566,273,13.4
328,XSHE,2127,273,55.92
330,XSHE,999,272,5.83
331,XSHE,2916,270,36.2
332,XSHG,601231,270,30.31
333,XSHG,601100,270,20.68
334,XSHE,2555,269,14.82
336,XSHE,553,269,18.36
335,XSHG,603658,269,55.55
339,XSHG,600845,268,33.34
338,XSHE,423,268,17.02
337,XSHE,2081,268,11.15
341,XSHG,601880,267,80.19
340,XSHG,600369,267,16.16
345,XSHE,2180,266,73.07
342,XSHG,600372,266,-177.59
343,XSHE,300017,266,60.18
344,XSHG,600089,266,14.84
349,XSHE,2812,263,31.03
348,XSHE,883,263,16.39
346,XSHG,600808,263,78.39
347,XSHE,300628,263,25.18
350,XSHE,2241,262,32.26
351,XSHE,2372,261,50.14
352,XSHG,600642,260,11.8
354,XSHE,987,258,23.99
353,XSHG,601860,258,22.1
356,XSHG,601228,257,24.26
355,XSHE,2013,257,109.98
358,XSHE,2926,256,13.51
359,XSHE,2399,256,12.64
357,XSHE,630,256,22.86
360,XSHG,603866,255,52.62
361,XSHE,300761,253,59.23
362,XSHG,600155,253,24.01
365,XSHG,600985,252,6.93
364,XSHG,600763,252,66.6
363,XSHE,300450,252,32.44
366,XSHE,671,250,20.29
368,XSHG,600584,249,-133.78
371,XSHE,31,249,5.2
367,XSHG,600026,249,14.53
369,XSHG,600153,249,14.14
370,XSHG,600256,249,13.92
372,XSHG,601233,248,11.9
375,XSHE,2385,248,-159.46
374,XSHG,600583,248,-23.76
373,XSHE,300529,248,47.84
376,XSHG,600704,247,6.8
377,XSHE,2508,247,19.35
380,XSHE,2010,247,38.5
378,XSHG,600998,247,18.86
379,XSHE,300186,247,154.08
381,XSHG,600648,246,10.5
384,XSHE,415,245,4.83
382,XSHE,300024,245,90.68
383,XSHE,300676,245,62.47
385,XSHG,600038,244,77.55
387,XSHE,990,244,69.12
386,XSHG,600673,244,13.46
388,XSHG,601872,243,21.61
389,XSHG,603515,242,70.31
390,XSHE,300014,241,30.12
391,XSHG,601099,241,16.96
392,XSHG,600497,241,16.6
395,XSHE,300383,240,30.76
394,XSHE,825,240,17.44
393,XSHG,603986,240,151.49
396,XSHE,27,239,16.24
397,XSHG,600754,239,20.19
398,XSHE,550,239,237.09
399,XSHG,600426,237,9.24
400,XSHG,600298,237,25.05
401,XSHE,300070,236,70.71
403,XSHG,600460,235,253.07
402,XSHG,600779,235,26.82
406,XSHE,2456,234,-22.81
404,XSHG,600528,234,15.75
405,XSHG,600157,234,180.51
409,XSHG,600376,233,16.14
410,XSHE,300773,233,36.4
407,XSHE,2223,233,23.64
408,XSHE,2294,233,18.14
411,XSHG,601699,231,6.63
412,XSHG,600518,231,26.12
414,XSHE,401,230,128.13
413,XSHE,300759,230,105.93
415,XSHE,2423,229,18.09
420,XSHE,2110,229,5.95
419,XSHG,600350,229,9.43
416,XSHG,600339,229,87.79
418,XSHE,2500,229,22.21
421,XSHE,2065,229,36.98
417,XSHG,601098,229,19.19
426,XSHE,2195,228,12.92
425,XSHE,2507,228,36.79
422,XSHG,603939,228,38.8
424,XSHE,513,228,14.54
427,XSHG,603858,228,20.07
423,XSHG,600338,228,43.05
428,XSHE,539,227,51.77
430,XSHG,600548,227,12.12
432,XSHG,600909,227,11.89
429,XSHG,600161,227,43.23
431,XSHG,603799,227,460.16
433,XSHE,402,225,9.21
436,XSHG,601333,225,14.43
435,XSHE,2465,225,181.25
434,XSHG,600959,225,68.26
437,XSHG,603885,224,13.98
438,XSHE,2797,223,19.56
440,XSHG,601118,222,326.96
439,XSHE,300136,222,23.03
441,XSHE,2439,220,-135.96
442,XSHG,600415,219,27.04
443,XSHG,603228,218,29.7
444,XSHE,2203,218,18.13
446,XSHG,600021,217,20.15
445,XSHE,300308,217,54.58
447,XSHE,2384,217,27.27
449,XSHG,601865,216,49.5
448,XSHG,603000,216,-231.55
450,XSHG,601106,215,226.06
451,XSHG,600612,214,14.34
453,XSHG,600167,213,6.81
452,XSHG,601958,213,68.53
454,XSHG,600745,212,123.15
455,XSHE,301,212,16.72
456,XSHE,2124,211,-15.72
457,XSHG,600392,211,152.25
459,XSHG,600578,210,12.08
460,XSHE,2670,210,11.89
458,XSHE,2268,210,-66.17
462,XSHG,601966,209,18.33
463,XSHE,750,209,20.85
461,XSHG,600549,209,-199.13
465,XSHE,792,207,-19.57
464,XSHE,967,207,21.83
466,XSHG,600132,206,60.23
468,XSHG,600820,205,12.28
467,XSHE,300253,205,89.18
471,XSHE,300748,204,193.47
469,XSHG,603501,204,99.74
470,XSHE,2075,204,50.79
472,XSHE,686,204,8.96
473,XSHG,601611,203,26.69
474,XSHG,600160,203,13.72
475,XSHG,601799,202,29.65
477,XSHE,300251,202,55.08
476,XSHE,2821,202,54.88
478,XSHG,601128,202,11.3
479,XSHE,2353,201,45.67
482,XSHG,603659,200,38.83
484,XSHG,600635,200,40.19
481,XSHE,581,200,7.24
483,XSHG,600699,200,17.98
480,XSHG,601375,200,27.42
485,XSHE,729,199,84.42
486,XSHG,601928,199,15.45
489,XSHE,932,198,4.54
487,XSHE,869,198,10.83
490,XSHE,2625,198,578.26
488,XSHE,2690,198,81.1
493,XSHE,300296,197,14.39
492,XSHG,600008,197,42.59
491,XSHE,983,197,8.27
494,XSHE,300699,196,30.87
496,XSHE,732,195,5.02
497,XSHG,601326,195,41.31
495,XSHG,600320,195,49.23
498,XSHG,603517,195,26.92
499,XSHE,300766,194,80.28
500,XSHG,600739,194,7.88
502,XSHE,2925,192,31.23
501,XSHG,601179,192,55.77
503,XSHE,975,192,28.15
504,XSHG,600685,191,-22.93
507,XSHG,600598,191,17.57
506,XSHE,300741,191,16.29
505,XSHE,623,191,7.42
509,XSHG,600315,190,20.38
508,XSHG,600270,190,15.81
511,XSHG,603816,190,16.05
510,XSHG,603707,190,31.89
512,XSHG,601068,189,90.13
513,XSHG,600572,189,26.87
515,XSHE,959,188,17.12
516,XSHE,998,188,35.03
514,XSHE,960,188,24.22
517,XSHE,2340,187,26.64
518,XSHG,600901,186,12.27
519,XSHG,600515,186,13.2
520,XSHE,813,186,38.59
521,XSHG,600373,185,9.32
522,XSHE,28,185,15.4
523,XSHG,600022,184,30.5
524,XSHE,300072,184,437.26
525,XSHG,600967,183,33.39
529,XSHG,600094,181,28.56
526,XSHG,603568,181,19.54
527,XSHE,300001,181,124.55
528,XSHG,603806,181,20.94
531,XSHE,2191,180,17.37
530,XSHE,429,180,12.74
532,XSHE,2281,180,70.56
538,XSHG,600707,179,-13.41
536,XSHE,563,179,18.48
535,XSHG,600748,179,27.96
537,XSHG,601003,179,11.66
533,XSHG,601608,179,325.54
534,XSHG,600737,179,22.27
539,XSHE,997,178,17.9
542,XSHE,830,177,12.22
541,XSHE,2572,177,41.29
540,XSHE,300207,177,33.18
544,XSHG,600466,176,8.89
543,XSHE,778,176,13.79
546,XSHE,2217,175,18.72
547,XSHG,600126,175,9.97
550,XSHE,761,175,16.12
548,XSHE,921,175,10.37
545,XSHE,89,175,25.28
549,XSHG,600511,175,15.23
554,XSHG,600823,174,16.64
551,XSHG,601005,174,28.9
552,XSHE,2092,174,23.14
553,XSHG,603338,174,43.14
555,XSHG,603486,174,62.1
556,XSHG,600521,174,32.06
557,XSHG,600879,172,49.99
558,XSHG,600827,172,13.07
560,XSHG,600649,171,13.86
559,XSHG,603379,171,19.74
570,XSHE,2414,170,712.37
569,XSHE,503,170,-85.21
568,XSHG,600885,170,27.05
562,XSHG,601975,170,23.61
564,XSHG,600317,170,14.51
567,XSHG,600835,170,18.12
566,XSHG,600201,170,26.73
561,XSHE,60,170,16.33
563,XSHE,878,170,24.39
565,XSHE,831,170,345.05
573,XSHG,600446,169,-62.16
574,XSHG,600728,169,21.52
572,XSHE,2212,169,-47.83
571,XSHG,603712,169,514.95
575,XSHG,603883,168,26.42
579,XSHG,600863,167,23.6
581,XSHG,600098,167,28.27
578,XSHE,300747,167,41.62
577,XSHE,559,167,18.8
580,XSHE,156,167,18.3
576,XSHE,2831,167,27.14
583,XSHG,600623,166,13.36
584,XSHG,603077,166,36.7
585,XSHE,2595,166,26.52
582,XSHE,2078,166,10.9
586,XSHE,748,165,135.1
587,XSHG,600667,165,43.01
589,XSHG,600325,165,7.4
590,XSHG,603868,165,25.26
588,XSHG,600258,165,55.79
593,XSHE,2387,164,-10.59
595,XSHG,600639,164,18.04
594,XSHG,601000,164,9.55
591,XSHE,2941,164,-110.67
592,XSHG,601811,164,18.94
600,XSHG,601718,163,253.67
598,XSHG,600782,163,5.44
597,XSHG,600486,163,12.45
601,XSHE,564,163,-37.11
599,XSHG,601019,163,18.78
596,XSHE,2727,163,23.24
602,XSHE,300558,163,78.98
603,XSHG,600273,162,11.9
607,XSHE,2152,161,20.11
606,XSHE,2463,161,24.85
604,XSHE,2242,161,24.63
605,XSHE,300180,161,50.77
608,XSHE,839,160,96.42
613,XSHG,600643,160,15.17
611,XSHE,738,160,59.57
609,XSHE,300616,160,-176.99
610,XSHE,547,160,38.85
612,XSHE,2424,160,25.51
616,XSHG,601139,159,16.69
618,XSHE,300285,159,33.14
614,XSHE,2085,159,19.6
619,XSHG,600166,159,49.49
620,XSHG,600718,159,1008.98
615,XSHE,2038,159,19.81
617,XSHG,600380,159,12.99
621,XSHE,300009,159,60.04
622,XSHE,2583,158,-39.48
623,XSHE,488,158,103.35
625,XSHG,600903,157,79.81
624,XSHE,2174,157,22.72
626,XSHE,2080,155,17.97
628,XSHE,2440,155,14.83
630,XSHE,300316,155,30.59
629,XSHE,300418,155,10.22
627,XSHG,600567,155,8.48
632,XSHG,600266,154,3.21
631,XSHE,2419,154,12.26
635,XSHE,2745,153,22.46
634,XSHE,2648,153,17.46
633,XSHE,300357,153,57.79
638,XSHE,62,151,31.9
639,XSHG,600755,151,4.77
641,XSHE,408,151,30.6
640,XSHE,300271,151,63.13
637,XSHE,2867,151,19.47
645,XSHE,988,150,37.47
644,XSHG,600282,150,4.48
642,XSHG,600500,150,15.53
643,XSHE,800,150,97.24
646,XSHE,300012,150,82.83
647,XSHG,600120,149,8.66
651,XSHE,2002,149,19.55
648,XSHG,603225,149,13.94
650,XSHE,300027,149,-39.58
649,XSHG,601615,149,95.28
656,XSHE,690,148,15.5
653,XSHE,300168,148,205.03
654,XSHG,603444,148,17.34
652,XSHG,600056,148,9.03
655,XSHE,2019,148,25.2
658,XSHE,2074,147,18.2
657,XSHG,603882,147,87.01
663,XSHE,300098,146,27.19
660,XSHE,2408,146,19.22
661,XSHG,600277,146,14.07
659,XSHE,930,146,62.83
662,XSHG,600037,146,14.63
664,XSHG,600873,145,10.6
665,XSHG,600783,145,65.57
666,XSHG,600582,144,50.53
667,XSHG,600839,144,75.01
668,XSHE,2310,144,-13.35
671,XSHE,826,143,19.54
673,XSHE,2128,143,4.46
672,XSHG,600682,143,10.95
675,XSHE,2221,143,10.22
670,XSHE,2302,143,-83.1
674,XSHE,2653,143,71.55
669,XSHG,601168,143,14.78
680,XSHG,600507,142,7.54
677,XSHE,2051,142,15.82
681,XSHG,603056,142,-72.51
676,XSHE,2461,142,120.19
679,XSHG,600777,142,-21.83
678,XSHE,2603,142,12.28
684,XSHE,582,141,16.05
683,XSHG,603650,141,34.38
682,XSHE,300274,141,20.63
685,XSHE,902,140,10.36
686,XSHG,603317,140,47.51
692,XSHG,600435,139,-984.22
687,XSHG,600348,139,6.59
689,XSHG,600740,139,7.34
688,XSHE,2368,139,178.8
690,XSHG,600079,139,20.16
691,XSHE,300595,139,68.77
694,XSHG,600064,138,4.07
693,XSHG,600545,138,25
695,XSHG,600007,137,13.99
697,XSHE,2470,137,12.45
698,XSHE,937,137,14.63
696,XSHG,603198,137,9.72
699,XSHG,600811,137,20.14
702,XSHE,2131,136,25.18
706,XSHG,600708,136,9.24
703,XSHE,2640,136,15.21
701,XSHE,300188,136,-237.25
707,XSHE,300166,136,78.38
708,XSHG,601519,136,-498.53
704,XSHG,603708,136,24.1
705,XSHG,600062,136,10.32
700,XSHE,2511,136,27.53
710,XSHE,300474,135,164.28
711,XSHG,600864,135,7.23
709,XSHG,600775,135,249.99
713,XSHE,2429,134,17.71
712,XSHE,951,134,10.75
714,XSHE,2233,134,7.87
715,XSHE,300768,134,71.58
716,XSHG,600198,134,-21.48
717,XSHE,2901,134,40.47
720,XSHG,600884,133,94.13
721,XSHE,537,133,5.81
718,XSHG,600020,133,7.19
719,XSHE,598,133,12.73
726,XSHE,12,132,25.02
723,XSHG,603508,132,4.72
725,XSHE,21,132,31.67
722,XSHG,600093,132,16.37
727,XSHG,600410,132,17.04
724,XSHE,681,132,57.21
728,XSHG,600862,131,28.75
729,XSHE,300674,131,3330.82
730,XSHG,600143,131,14.59
733,XSHE,2056,130,28.55
732,XSHG,603605,130,35.6
731,XSHE,2458,130,8.53
739,XSHE,2244,129,8.21
735,XSHG,600717,129,22.06
