number,exchange,id,value,syl
2923,XSHE,300514,27,-94.27
2940,XSHE,300025,27,-89.69
2891,XSHE,2143,27,-23.73
2939,XSHE,2247,27,19.63
2909,XSHE,300753,27,44.31
2911,XSHE,411,27,22.05
2913,XSHE,2107,27,49.71
2884,XSHE,2767,27,186.02
2905,XSHE,300165,27,35.36
2927,XSHE,300697,27,20.56
2898,XSHE,300649,27,36.63
2897,XSHE,2521,27,341.13
2882,XSHE,551,27,35.46
2894,XSHE,2811,27,28.62
2901,XSHG,600701,27,-5.19
2979,XSHE,300260,26,55.82
2983,XSHE,300305,26,31.97
2945,XSHG,600505,26,437.04
2952,XSHG,600982,26,28.98
2956,XSHE,300479,26,271.27
2948,XSHE,300632,26,25.46
2970,XSHE,2861,26,107.35
2974,XSHE,300032,26,-84.36
2984,XSHG,600599,26,27.36
2953,XSHG,600853,26,-109.69
2950,XSHG,603080,26,22.25
2989,XSHE,300581,26,186.2
2982,XSHG,600423,26,-5.95
2963,XSHE,2319,26,-188.41
2965,XSHE,300641,26,71.11
2967,XSHG,603227,26,-32.52
2969,XSHE,300537,26,19.09
2987,XSHG,603002,26,165.88
2991,XSHE,565,26,55.4
2993,XSHG,600249,26,13.48
2942,XSHE,955,26,185.98
2972,XSHG,603200,26,34.02
2944,XSHE,2122,26,-5.16
2949,XSHE,2445,26,-11.74
2954,XSHG,603988,26,33.2
2955,XSHE,2871,26,47.18
2957,XSHE,2278,26,85.1
2962,XSHE,2026,26,21.83
2978,XSHE,300385,26,29.65
2985,XSHG,603787,26,38.92
2997,XSHG,600084,26,96.42
2964,XSHG,600097,26,-26.31
2990,XSHE,2069,26,-14.79
2947,XSHE,300242,26,30.1
2968,XSHE,300277,26,348.49
2973,XSHG,603918,26,304.08
2951,XSHE,701,26,536.2
2958,XSHG,600712,26,4968.75
2986,XSHE,637,26,19.52
2960,XSHG,603020,26,22.25
2966,XSHE,2692,26,42.99
2980,XSHG,603859,26,69.74
2959,XSHE,300715,26,38.44
2943,XSHG,603856,26,16.43
2946,XSHE,2886,26,112
2961,XSHE,2676,26,-110.38
2976,XSHE,2855,26,77.45
2995,XSHE,2296,26,121.14
2977,XSHE,300688,26,63.97
2988,XSHE,2103,26,46.48
2975,XSHG,600080,26,58.27
2992,XSHE,2864,26,53.14
2994,XSHG,600976,26,23.58
2998,XSHE,10,26,221.22
2981,XSHG,603800,26,36.38
2996,XSHE,2730,26,40.26
2971,XSHE,909,26,149.13
3004,XSHG,600074,25,-10.26
3013,XSHE,2846,25,28.64
3050,XSHG,603838,25,57.11
3034,XSHE,300200,25,15
3025,XSHE,300589,25,489.07
3049,XSHE,880,25,63.85
3006,XSHE,300494,25,141.36
3009,XSHE,2908,25,74.01
3010,XSHE,971,25,11.87
3041,XSHE,300295,25,43.68
3042,XSHE,300419,25,168.98
3058,XSHE,300051,25,149.02
3001,XSHE,300416,25,185.55
3017,XSHG,603933,25,48.44
3032,XSHG,603738,25,-527.29
3039,XSHE,2076,25,-31.7
3043,XSHE,300582,25,35.3
3046,XSHE,300227,25,76.99
3056,XSHE,2045,25,131.25
3061,XSHE,2808,25,217.14
3053,XSHE,7,25,69.58
3007,XSHG,600370,25,53.36
3064,XSHE,300063,25,28.06
3051,XSHE,300090,25,-11.59
3003,XSHE,2765,25,-26.71
3020,XSHG,600421,25,-700.62
3021,XSHG,603667,25,25.64
3023,XSHG,603656,25,170.3
3024,XSHE,300281,25,84.95
3040,XSHE,300540,25,182.38
3045,XSHE,300391,25,24.79
3055,XSHE,300503,25,282.56
3063,XSHG,603701,25,38.82
3065,XSHG,603677,25,32.7
3047,XSHG,600698,25,204.88
3008,XSHE,300120,25,34.34
3059,XSHG,603028,25,126.06
3038,XSHG,603099,25,-24.79
3057,XSHG,603136,25,41.02
3014,XSHG,603326,25,997.25
3031,XSHE,2718,25,79.6
3054,XSHG,603208,25,59.32
3016,XSHE,300313,25,-74.66
3035,XSHG,600257,25,82.2
3018,XSHG,603758,25,-19.73
3030,XSHG,603239,25,22.43
3036,XSHG,603009,25,52.9
3048,XSHE,300742,25,-38.48
3005,XSHE,419,25,14.93
3037,XSHE,2336,25,18.88
3011,XSHE,819,25,93.42
3029,XSHE,2018,25,-25.35
2999,XSHE,2732,25,58
3000,XSHG,603016,25,47.45
3033,XSHE,300153,25,-88.8
3019,XSHG,603657,25,42.04
3060,XSHE,300214,25,23.32
3062,XSHE,2694,25,-26.33
3022,XSHE,300698,25,-524.74
3002,XSHE,17,25,-1728.72
3028,XSHE,300314,25,64.17
3026,XSHE,952,25,20.63
3012,XSHE,300306,25,49.99
3044,XSHE,2836,25,44.17
3015,XSHG,603895,25,56.52
3027,XSHE,2931,25,62
3052,XSHG,603036,25,96.33
3100,XSHE,300270,24,32.84
3114,XSHE,2623,24,-27.96
3076,XSHE,2888,24,164.38
3095,XSHE,300743,24,87.25
3122,XSHE,300543,24,28.66
3092,XSHE,2729,24,122.77
3115,XSHG,600237,24,-40.98
3120,XSHG,603380,24,39.32
3123,XSHE,300566,24,55.51
3117,XSHE,668,24,56.58
3118,XSHG,600159,24,36.96
3071,XSHE,2875,24,12.93
3085,XSHG,600107,24,-162.44
3108,XSHG,603665,24,36.07
3074,XSHG,600311,24,-57.42
3121,XSHG,600735,24,29.63
3086,XSHG,600727,24,15.39
3107,XSHG,600470,24,-11
3087,XSHE,300192,24,35.9
3090,XSHG,600367,24,37.33
3110,XSHE,2591,24,20.67
3091,XSHG,603011,24,191.2
3103,XSHE,2691,24,399.45
3104,XSHG,603320,24,50.88
3111,XSHG,603757,24,22.24
3130,XSHE,2723,24,36.1
3081,XSHE,2487,24,52.3
3067,XSHG,600749,24,-79.85
3094,XSHE,2306,24,-98.91
3126,XSHE,2696,24,80.42
3097,XSHG,600731,24,19.6
3132,XSHG,600538,24,381.53
3066,XSHE,2363,24,29.12
3080,XSHG,600178,24,-155.05
3098,XSHG,603809,24,15.62
3101,XSHE,300707,24,51.1
3105,XSHG,603768,24,17.62
3109,XSHE,2865,24,-18.38
3113,XSHG,600213,24,525.99
3129,XSHE,300507,24,88.97
3084,XSHE,300608,24,-14.54
3089,XSHE,300264,24,-52.86
3106,XSHG,600654,24,-6.01
3131,XSHE,300074,24,-49.3
3083,XSHG,600861,24,47.21
3093,XSHE,2828,24,-654.07
3069,XSHE,2702,24,46.39
3072,XSHE,2910,24,32.69
3077,XSHG,600962,24,403.96
3125,XSHE,2286,24,57.51
3073,XSHE,300491,24,-1126.91
3112,XSHE,300547,24,21.12
3096,XSHE,2858,24,-149.35
3127,XSHG,603598,24,67.09
3133,XSHE,300431,24,-33.62
3075,XSHE,2432,24,-17.13
3119,XSHG,603976,24,25.24
3079,XSHE,300239,24,79.5
3102,XSHG,603168,24,30.7
3124,XSHG,600071,24,-46.53
3128,XSHE,300648,24,336.1
3068,XSHG,603607,24,23.45
3082,XSHE,2731,24,39
3078,XSHG,603966,24,170.73
3099,XSHE,300486,24,57.76
3070,XSHE,2084,24,129.59
3088,XSHE,2789,24,18.32
3116,XSHE,632,24,48.89
3154,XSHE,300076,23,-69.48
3151,XSHE,2787,23,78.99
3149,XSHE,2201,23,227.75
3178,XSHG,603268,23,48.83
3187,XSHE,300179,23,46.09
3194,XSHE,300617,23,27
3172,XSHE,670,23,-24.54
3201,XSHE,300656,23,81.62
3136,XSHE,300563,23,45.54
3166,XSHG,603628,23,504.93
3199,XSHE,809,23,-19.76
3157,XSHE,2193,23,56.96
3197,XSHE,2015,23,-111.46
3190,XSHE,548,23,77.84
3164,XSHE,593,23,433.03
3189,XSHE,509,23,-200.74
3203,XSHG,600753,23,312.14
3137,XSHE,300405,23,72.9
3138,XSHG,603059,23,23.97
3152,XSHE,300019,23,40.44
3167,XSHE,2096,23,-22.54
3174,XSHE,2915,23,90.58
3182,XSHE,2802,23,36.56
3142,XSHE,782,23,57.03
3141,XSHE,300056,23,-27.59
3169,XSHE,300334,23,-25.9
3204,XSHE,300335,23,17.19
3144,XSHE,622,23,-382.03
3145,XSHE,595,23,-28.1
3146,XSHE,300593,23,61.56
3156,XSHE,2903,23,-75.03
3158,XSHE,300105,23,-27.93
3159,XSHE,300293,23,59.7
3162,XSHG,603321,23,132.85
3179,XSHE,300210,23,-39.58
3195,XSHE,2896,23,39.38
3168,XSHG,603726,23,21.19
3139,XSHE,2627,23,28.52
3165,XSHG,603066,23,39.82
3148,XSHG,603937,23,25.16
3191,XSHE,2615,23,44.21
3192,XSHE,890,23,70.76
3180,XSHG,603199,23,14.69
3198,XSHE,721,23,-52.29
3208,XSHE,430,23,-67.72
3175,XSHG,600540,23,-54.47
3176,XSHG,600359,23,527.28
3150,XSHE,2863,23,66.09
3155,XSHG,603089,23,19.29
3163,XSHG,603335,23,190.23
3170,XSHE,757,23,101.33
3207,XSHG,603767,23,33.31
3186,XSHE,300344,23,103.5
3134,XSHE,785,23,12.6
3171,XSHG,600865,23,10.09
3161,XSHE,2606,23,-76.17
3188,XSHE,300484,23,60.52
3177,XSHG,603725,23,672.53
3183,XSHG,603266,23,50.09
3210,XSHE,2825,23,54.13
3143,XSHE,586,23,-367.3
3206,XSHE,300312,23,-36.35
3181,XSHE,300071,23,-13.85
3205,XSHE,300246,23,34.95
3153,XSHE,300049,23,87.12
3185,XSHE,300519,23,17.41
3193,XSHG,600833,23,40.22
3196,XSHE,705,23,34.78
3200,XSHE,2898,23,179.45
3209,XSHE,300452,23,28.89
3135,XSHE,300112,23,54.37
3140,XSHE,2082,23,53.65
3202,XSHE,2012,23,469.36
3160,XSHG,603396,23,24.41
3184,XSHE,300526,23,322.55
3147,XSHE,2620,23,12.3
3173,XSHE,18,23,-4.44
3258,XSHE,300160,22,18.42
3231,XSHE,300283,22,188.49
3274,XSHE,2552,22,36.17
3259,XSHE,2835,22,-70.68
3225,XSHE,300162,22,45.98
3245,XSHE,2289,22,-25.65
3253,XSHE,573,22,7
3213,XSHG,600689,22,174.63
3227,XSHG,600232,22,80.9
3228,XSHE,2494,22,210.75
3242,XSHE,2687,22,34.3
3235,XSHE,300635,22,68.85
3260,XSHE,2469,22,91.42
3236,XSHG,600149,22,918.33
3222,XSHE,2360,22,72.45
3223,XSHE,300727,22,40.26
3230,XSHE,2805,22,74.04
3233,XSHE,2748,22,171.04
3248,XSHG,603798,22,11.14
3256,XSHG,603110,22,46.01
3257,XSHE,300505,22,44.55
3266,XSHE,2098,22,-86.76
3212,XSHE,2347,22,93.95
3221,XSHG,600520,22,-30.87
3250,XSHE,300095,22,29.53
3263,XSHE,2272,22,11.67
3269,XSHE,2598,22,34.19
3246,XSHG,603500,22,25.01
3262,XSHE,300462,22,35.78
3251,XSHE,2492,22,34.87
3215,XSHG,603985,22,24.44
3240,XSHE,2652,22,48.54
3267,XSHG,603040,22,19.42
3268,XSHE,2843,22,33.16
3216,XSHE,613,22,355.52
3254,XSHG,600358,22,-135.21
3261,XSHE,2159,22,-13.96
3219,XSHE,663,22,-30.64
3243,XSHG,600543,22,45.14
3232,XSHG,600371,22,43.92
3211,XSHG,600139,22,-38.16
3264,XSHG,600148,22,95.94
3271,XSHE,2553,22,39.92
3218,XSHE,2771,22,353.4
3234,XSHE,300518,22,31.01
3224,XSHG,600857,22,46.29
3244,XSHE,972,22,-61.72
3252,XSHG,603696,22,41.14
3238,XSHE,2452,22,153.55
3273,XSHG,603577,22,54.45
3275,XSHE,300286,22,27.4
3214,XSHE,2671,22,-13.8
3237,XSHE,2333,22,8.68
3255,XSHE,2743,22,44.33
3217,XSHG,603615,22,27.71
3226,XSHE,300731,22,44.49
3247,XSHE,300587,22,652.17
3270,XSHE,300562,22,219.31
3276,XSHG,600721,22,20.26
3220,XSHE,2566,22,33.1
3265,XSHG,603811,22,22.52
3272,XSHE,300407,22,-18.18
3241,XSHG,600432,22,-2.76
3229,XSHG,600356,22,24.82
3239,XSHG,600793,22,13.94
3249,XSHE,2799,22,39.05
3292,XSHE,300501,21,30.35
3300,XSHE,2735,21,45.96
3281,XSHE,2571,21,166.6
3307,XSHG,600719,21,7.26
3320,XSHE,300689,21,85.06
3326,XSHG,600355,21,-232.04
3280,XSHG,600156,21,-52.09
3285,XSHG,603196,21,114.34
3305,XSHE,2762,21,35.08
3323,XSHG,603238,21,34.34
3315,XSHE,300712,21,26.26
3294,XSHE,2893,21,4.68
3302,XSHE,533,21,-116.5
3303,XSHE,300576,21,54.96
3311,XSHE,300522,21,35.86
3318,XSHE,2809,21,31.02
3332,XSHE,2919,21,59.8
3290,XSHG,603903,21,57.25
3279,XSHG,603819,21,72
3296,XSHE,300681,21,-31.9
3297,XSHE,300509,21,41.1
3313,XSHG,600560,21,92.68
3322,XSHE,2779,21,560.08
3324,XSHE,300004,21,26.29
3277,XSHE,2860,21,21.87
3282,XSHG,600854,21,-111.05
3308,XSHG,603331,21,21.79
3288,XSHG,603069,21,33.96
3295,XSHE,2357,21,12.35
3301,XSHE,2150,21,22.83
3328,XSHE,978,21,-265.41
3331,XSHG,600706,21,16.85
3334,XSHE,2513,21,40.08
3298,XSHE,300733,21,61.54
3291,XSHE,300040,21,20.47
3317,XSHE,2580,21,111.94
3336,XSHE,585,21,-103.33
3310,XSHG,600678,21,172.41
3327,XSHE,300539,21,143.24
3289,XSHG,600898,21,-14.52
3333,XSHE,300555,21,339.56
3329,XSHE,2071,21,47.21
3321,XSHE,526,21,205.45
3335,XSHE,300329,21,39.2
3314,XSHE,2758,21,67.45
3325,XSHG,600513,21,30.98
3278,XSHE,2849,21,38.3
3316,XSHE,2870,21,70.72
3304,XSHE,2295,21,30.43
3319,XSHE,2824,21,-162.91
3283,XSHG,603388,21,61.92
3284,XSHG,603717,21,455.88
3293,XSHG,603778,21,146.83
3312,XSHG,600235,21,299.14
3286,XSHG,603311,21,25.9
3306,XSHE,2529,21,-66.86
3330,XSHG,603159,21,370.67
3299,XSHE,300621,21,18.36
3287,XSHG,600212,21,-13.31
3309,XSHG,600647,21,16.51
3337,XSHE,300089,20,68.36
3373,XSHG,603021,20,-48.37
3397,XSHE,2066,20,69
3401,XSHE,695,20,377.47
3395,XSHE,2134,20,1107.27
3399,XSHE,2660,20,-635.13
3341,XSHE,300023,20,-8.07
3374,XSHE,14,20,-73.76
3352,XSHG,600250,20,-10.85
3389,XSHE,300591,20,-113.08
3369,XSHE,300492,20,179.79
3380,XSHG,600769,20,562.82
3383,XSHG,603183,20,103.28
3394,XSHE,2883,20,36.02
3354,XSHG,600128,20,-104.51
3365,XSHG,603722,20,68.18
3368,XSHE,755,20,57.46
3349,XSHG,603177,20,-50.65
3387,XSHE,300692,20,48.26
3338,XSHG,600243,20,-13.74
3350,XSHG,601798,20,-54.8
3367,XSHE,300362,20,-3.45
3370,XSHE,300729,20,48.69
3376,XSHE,300022,20,-13.14
3391,XSHG,600202,20,57.47
3339,XSHG,603223,20,97.47
3340,XSHG,600992,20,79.39
3353,XSHE,300421,20,28.03
3344,XSHG,603389,20,-22.32
3362,XSHG,600573,20,-88.75
3390,XSHG,600365,20,368.64
3379,XSHE,798,20,-22.34
3384,XSHE,300268,20,348.88
3377,XSHE,2868,20,45.86
3343,XSHE,868,20,26.54
3347,XSHG,603922,20,-74.21
3360,XSHG,603037,20,12.49
3366,XSHG,603023,20,45.47
3381,XSHG,603926,20,21.8
3396,XSHG,603178,20,-18.23
3346,XSHE,300556,20,-32.67
3363,XSHE,300605,20,121.58
3388,XSHE,300645,20,-186.12
3375,XSHG,600272,20,72.05
3392,XSHE,985,20,63.24
3400,XSHE,2719,20,144.17
3393,XSHG,600379,20,113.76
3345,XSHE,2785,20,240.67
3356,XSHE,2205,20,-28.78
3364,XSHE,619,20,-36.33
3357,XSHE,2848,20,-18.1
3351,XSHE,300654,20,216.03
3342,XSHG,603229,20,65.64
3371,XSHE,153,20,30.28
3372,XSHE,2826,20,75.83
3378,XSHE,300445,20,44.31
3385,XSHE,300371,20,68.95
3355,XSHE,633,20,-839.74
3348,XSHE,300084,20,-27.38
3358,XSHG,600302,20,-26.7
3359,XSHE,2667,20,42.95
3386,XSHE,300402,20,119.83
3361,XSHE,300668,20,23.79
3382,XSHE,2830,20,-28.1
3398,XSHG,600051,20,23.3
3440,XSHG,600714,19,-469.83
3404,XSHE,300588,19,-26.59
3412,XSHE,300330,19,5935.38
3436,XSHG,600652,19,26.47
3402,XSHE,2417,19,-498.45
3409,XSHG,600791,19,91.32
3434,XSHG,600095,19,-59.68
3441,XSHE,979,19,-0.73
3437,XSHG,603477,19,37.66
3442,XSHE,300658,19,53.01
3444,XSHE,300640,19,38.46
3424,XSHG,600766,19,-1290.42
3403,XSHG,600746,19,615.24
3426,XSHE,300243,19,21.84
3435,XSHE,300610,19,31.98
3420,XSHG,600889,19,371.64
3413,XSHE,300626,19,85.09
3406,XSHE,594,19,-48.89
3415,XSHG,603917,19,31.19
3427,XSHG,603161,19,19.54
3432,XSHE,300652,19,38.15
3445,XSHE,2356,19,-4.19
3421,XSHE,911,19,-1.77
3407,XSHE,2922,19,247.88
3410,XSHE,300713,19,1161.36
3423,XSHE,300062,19,189.99
3428,XSHE,300141,19,-60.26
3443,XSHE,2576,19,71.94
3439,XSHE,23,19,31.25
3429,XSHE,300478,19,159.92
3430,XSHE,300211,19,380.82
3438,XSHE,300710,19,75.54
3418,XSHG,603721,19,-54.79
3419,XSHE,300453,19,94.28
3405,XSHE,300534,19,72.06
3416,XSHE,4,19,88.65
3417,XSHE,2872,19,45.5
3425,XSHE,2873,19,27.11
3431,XSHE,300515,19,53.54
3422,XSHG,603527,19,35.38
3408,XSHE,300693,19,209.14
3433,XSHE,2816,19,-111.73
3414,XSHG,603038,19,42.19
3411,XSHE,803,19,-28.03
3481,XSHG,603578,18,28.04
3458,XSHG,600847,18,-303.2
3480,XSHE,300163,18,187.67
3450,XSHG,603633,18,44.53
3472,XSHG,603996,18,-8.71
3478,XSHG,600666,18,-8.84
3448,XSHE,2144,18,20.2
3470,XSHG,600493,18,64.85
3484,XSHG,603958,18,21.9
3454,XSHG,603860,18,189.21
3452,XSHG,600747,18,-54.74
3456,XSHG,600241,18,-57.85
3451,XSHE,2136,18,59.07
3467,XSHG,603822,18,86.23
3468,XSHE,2909,18,172.73
3477,XSHG,600228,18,-158.56
3493,XSHE,737,18,99.04
3459,XSHE,300126,18,-122.99
3469,XSHE,300720,18,79.48
3482,XSHE,300092,18,26.53
3492,XSHE,300669,18,66.78
3464,XSHE,2711,18,-20.56
3461,XSHE,300629,18,8282.96
3473,XSHE,571,18,-14.25
3479,XSHG,600506,18,-297.66
3483,XSHE,702,18,-85.53
3446,XSHE,300643,18,538.91
3465,XSHG,603319,18,13.57
3475,XSHG,603655,18,91.44
3490,XSHG,600821,18,-9.73
3447,XSHG,603050,18,-57.95
3488,XSHE,2112,18,552.81
3491,XSHE,300069,18,-303.08
3489,XSHE,300644,18,72.45
3463,XSHG,603042,18,-50.63
3455,XSHE,2862,18,-409.07
3471,XSHE,300703,18,50.06
3476,XSHE,300412,18,128.42
3449,XSHE,2693,18,-51.52
3460,XSHG,603963,18,61.11
3462,XSHE,2058,18,-127.1
3453,XSHE,2070,18,-9.21
3486,XSHE,2501,18,-1.3
3457,XSHE,300499,18,355.13
3466,XSHE,300631,18,83.45
3474,XSHG,603076,18,21.14
3485,XSHE,300551,18,-47.28
3487,XSHE,300549,18,53.2
3513,XSHE,300167,17,-93.47
3517,XSHG,603022,17,76.44
3503,XSHE,300700,17,-100.83
3526,XSHE,300235,17,33.61
3498,XSHE,2684,17,-2.35
3494,XSHE,638,17,-109.29
3508,XSHG,600091,17,522.11
3523,XSHG,600301,17,393.32
3524,XSHG,603683,17,718.72
3532,XSHE,820,17,-11.12
3499,XSHG,603488,17,48.79
3502,XSHG,603356,17,34.61
3514,XSHE,300780,17,32.44
3521,XSHG,600444,17,39.23
3506,XSHG,600099,17,3082.78
3512,XSHE,300611,17,45.52
3501,XSHE,300106,17,357.67
3510,XSHG,600796,17,-80.54
3505,XSHE,2213,17,-154.93
3533,XSHE,2921,17,27.73
3497,XSHG,600455,17,61.12
3531,XSHG,600289,17,-9.74
3515,XSHG,600778,17,10.36
3530,XSHE,300622,17,34.39
3519,XSHG,603829,17,49.25
3535,XSHG,600883,17,268.25
3496,XSHE,300716,17,50.64
3522,XSHG,603580,17,89.22
3529,XSHE,300717,17,30.08
3504,XSHE,2105,17,-58.66
3527,XSHE,2899,17,178.01
3500,XSHE,300030,17,95.49
3516,XSHG,603139,17,41.14
3518,XSHE,300254,17,21.13
3509,XSHE,2857,17,-1011.53
3511,XSHE,300417,17,29.3
3528,XSHE,300275,17,70.69
3507,XSHG,603955,17,87.41
3534,XSHG,603316,17,-90.88
3525,XSHE,300619,17,100.95
3561,XSHE,300650,16,59.68
3539,XSHG,600240,16,-4.26
3540,XSHE,609,16,-14.92
3556,XSHG,603908,16,31.29
3562,XSHE,300517,16,28.81
3542,XSHE,692,16,-7.52
3547,XSHE,2259,16,-34.44
3544,XSHG,603879,16,70.42
3554,XSHG,600319,16,31.26
3564,XSHG,603041,16,24.36
3566,XSHE,300218,16,123.22
3550,XSHE,300606,16,31.36
3552,XSHG,600539,16,151.06
3536,XSHG,603813,16,30.48
3565,XSHG,600561,16,169.88
3543,XSHE,2760,16,21.57
3567,XSHE,929,16,15.28
3559,XSHG,600275,16,-129.97
3563,XSHE,2715,16,-95.27
3538,XSHG,600767,16,-187.68
3549,XSHE,2778,16,84.24
3558,XSHG,603536,16,-15.91
3548,XSHG,603330,16,92.8
3553,XSHE,2175,16,-20.78
3557,XSHG,603729,16,-29.8
3537,XSHE,2817,16,46.63
3545,XSHG,600671,16,-216.3
3555,XSHG,603880,16,42.74
3560,XSHE,300636,16,88.44
3541,XSHE,300553,16,148.89
3551,XSHE,300354,16,-170.21
3546,XSHG,603088,16,32.58
3578,XSHE,300093,15,430.94
3569,XSHE,300460,15,-30.78
3581,XSHE,300029,15,-119.26
3585,XSHE,502,15,2478.07
3574,XSHE,300721,15,162.17
3572,XSHE,300554,15,267.54
3579,XSHG,603090,15,103.17
3589,XSHG,600119,15,33.87
3580,XSHG,600608,15,511.25
3591,XSHG,600615,15,-808.95
3582,XSHE,300585,15,71.86
3570,XSHG,600247,15,-36.86
3573,XSHG,600605,15,-70.62
3571,XSHG,600186,15,-9.29
3577,XSHE,2220,15,-2.67
3588,XSHG,600112,15,12.13
3583,XSHG,603991,15,99.88
3576,XSHE,300736,15,-78.82
3587,XSHE,2680,15,2.92
3575,XSHE,300557,15,-29.95
3584,XSHG,600768,15,-63.13
3586,XSHE,300521,15,-213.19
3590,XSHG,600209,15,-60.21
3609,XSHG,600234,14,249.74
3594,XSHE,2569,14,180.38
3603,XSHG,600137,14,64.36
3593,XSHE,300535,14,43.64
3604,XSHE,707,14,41.28
3598,XSHE,2633,14,-281.51
3599,XSHE,300442,14,130.03
3597,XSHE,2800,14,126.31
3592,XSHE,300489,14,-34.18
3602,XSHE,300680,14,94.62
3595,XSHE,679,14,-5.79
3605,XSHG,600306,14,-17.83
3608,XSHG,603031,14,58.57
3610,XSHE,2207,14,-53.91
3611,XSHE,300321,14,66.02
3596,XSHE,835,14,-52.38
3606,XSHE,300216,14,-2.39
3600,XSHE,2209,14,-43.88
3607,XSHE,300592,14,-46.06
3612,XSHG,600193,14,218.05
3626,XSHE,2290,13,69.22
3619,XSHG,600870,13,-795.87
3622,XSHG,600817,13,2708.28
3613,XSHE,691,13,-223.25
3623,XSHE,300665,13,-216.1
3615,XSHG,603269,13,49.49
3616,XSHG,603029,13,-78.69
3614,XSHE,2473,13,-46.9
3624,XSHE,2420,13,43.96
3618,XSHE,995,13,-51.2
3617,XSHG,603286,13,61.63
3625,XSHE,760,13,-19.8
3620,XSHE,693,13,-6.34
3621,XSHE,2890,13,180.64
3628,XSHE,2021,12,-94.69
3630,XSHE,752,12,-13.78
3631,XSHG,600634,12,-19.06
3633,XSHG,600385,12,-107.48
3632,XSHE,2604,12,-3.04
3627,XSHE,611,12,-55.14
3629,XSHE,2200,12,41.6
3635,XSHE,2188,11,55.36
3634,XSHE,2766,11,-3.74
3638,XSHE,2323,10,-16.7
3637,XSHE,953,10,-15.89
3636,XSHG,600891,10,-5.86
3642,XSHG,600462,9,-40.19
3641,XSHE,2499,9,-16.74
3640,XSHE,2072,9,-58.57
3639,XSHE,2629,9,-43.6
3643,XSHG,600656,9,-39.59
3645,XSHG,600806,8,-3.49
3644,XSHE,2260,8,-24.33
3647,XSHE,511,7,5.88
3646,XSHE,33,7,173.26
3651,XSHE,300372,3,-3.69
3650,XSHE,300028,3,-7.57
